freenode,#cloudflare,55,0,1492570211,1492564389,1492583265,18876,55.0
freenode,#disqus,18,0,1492564389,1492564389,1492564389,0,18.0
freenode,#ubuntu,1834,41,1492586166,1492579677,1492585917,21528,1806.4075622445187
